response,rt,scenario_type,word_type,response_binary,participant_id
u,2633.300000011921,positive,benign,0,R_4AKE20ENCrCGxUl
r,1793.300000011921,anxiety,benign,1,R_4AKE20ENCrCGxUl
r,1323.6000000238419,depression,benign,1,R_4AKE20ENCrCGxUl
r,1288.1000000238419,anxiety,benign,1,R_4AKE20ENCrCGxUl
u,898.1999999880791,positive,threat,0,R_4AKE20ENCrCGxUl
r,1386.5999999642372,depression,benign,1,R_4AKE20ENCrCGxUl
u,2228.900000035763,positive,benign,0,R_4AKE20ENCrCGxUl
r,976.6999999880791,depression,benign,1,R_4AKE20ENCrCGxUl
u,977.8000000119209,anxiety,threat,0,R_4AKE20ENCrCGxUl
r,1248.699999988079,depression,benign,1,R_4AKE20ENCrCGxUl
u,2061.400000035763,positive,benign,0,R_4AKE20ENCrCGxUl
r,1266.7000000476837,depression,benign,1,R_4AKE20ENCrCGxUl
r,1387.5,positive,threat,1,R_4AKE20ENCrCGxUl
u,2149.199999988079,depression,threat,0,R_4AKE20ENCrCGxUl
r,1557.7000000476837,anxiety,threat,1,R_4AKE20ENCrCGxUl
r,788.3000000119209,positive,benign,1,R_4AKE20ENCrCGxUl
u,842.1000000238419,depression,threat,0,R_4AKE20ENCrCGxUl
r,813.0,anxiety,benign,1,R_4AKE20ENCrCGxUl
r,1304.4000000357628,positive,threat,1,R_4AKE20ENCrCGxUl
r,641.3999999761581,positive,benign,1,R_4AKE20ENCrCGxUl
r,2845.599999964237,depression,threat,1,R_4AKE20ENCrCGxUl
u,803.4000000357628,depression,threat,0,R_4AKE20ENCrCGxUl
r,1357.5999999642372,positive,benign,1,R_4AKE20ENCrCGxUl
r,529.2000000476837,depression,threat,1,R_4AKE20ENCrCGxUl
u,1791.4000000357628,depression,threat,0,R_4AKE20ENCrCGxUl
u,924.8999999761581,anxiety,threat,0,R_4AKE20ENCrCGxUl
u,1781.199999988079,positive,benign,0,R_4AKE20ENCrCGxUl
u,917.3999999761581,positive,benign,0,R_4AKE20ENCrCGxUl
u,1235.300000011921,anxiety,benign,0,R_4AKE20ENCrCGxUl
r,443.0,positive,threat,1,R_4AKE20ENCrCGxUl
u,511.4000000357628,positive,threat,0,R_4AKE20ENCrCGxUl
r,610.0,anxiety,benign,1,R_4AKE20ENCrCGxUl
r,843.3000000119209,positive,threat,1,R_4AKE20ENCrCGxUl
u,1246.1000000238419,depression,threat,0,R_4AKE20ENCrCGxUl
r,1300.0,anxiety,benign,1,R_9aZFWvCRMGokDwl
u,1176.0000000002328,depression,threat,0,R_9aZFWvCRMGokDwl
r,604.0,positive,threat,1,R_9aZFWvCRMGokDwl
r,1025.0,positive,threat,1,R_9aZFWvCRMGokDwl
r,553.0,anxiety,benign,1,R_9aZFWvCRMGokDwl
r,577.0,positive,threat,1,R_9aZFWvCRMGokDwl
r,1132.0,positive,benign,1,R_9aZFWvCRMGokDwl
r,526.0,depression,benign,1,R_9aZFWvCRMGokDwl
u,952.0,anxiety,threat,0,R_9aZFWvCRMGokDwl
u,1220.0,positive,benign,0,R_9aZFWvCRMGokDwl
r,541.9999999997672,depression,benign,1,R_9aZFWvCRMGokDwl
u,745.0,depression,threat,0,R_9aZFWvCRMGokDwl
r,960.0,positive,threat,1,R_9aZFWvCRMGokDwl
u,857.0000000002328,anxiety,threat,0,R_9aZFWvCRMGokDwl
r,943.0,depression,benign,1,R_9aZFWvCRMGokDwl
u,830.0,anxiety,threat,0,R_9aZFWvCRMGokDwl
u,732.0,depression,threat,0,R_9aZFWvCRMGokDwl
u,867.9999999997672,anxiety,threat,0,R_9aZFWvCRMGokDwl
u,637.0,anxiety,threat,0,R_9aZFWvCRMGokDwl
r,815.0,positive,threat,1,R_9aZFWvCRMGokDwl
r,652.0,anxiety,benign,1,R_9aZFWvCRMGokDwl
r,701.0,depression,benign,1,R_9aZFWvCRMGokDwl
r,540.0,depression,benign,1,R_9aZFWvCRMGokDwl
r,739.0000000002328,anxiety,benign,1,R_9aZFWvCRMGokDwl
r,670.9999999997672,positive,benign,1,R_9aZFWvCRMGokDwl
u,973.0,anxiety,threat,0,R_9aZFWvCRMGokDwl
r,551.0,positive,benign,1,R_9aZFWvCRMGokDwl
r,561.0,positive,threat,1,R_9aZFWvCRMGokDwl
u,617.9999999997672,depression,threat,0,R_9aZFWvCRMGokDwl
u,884.0,depression,threat,0,R_9aZFWvCRMGokDwl
u,1565.0,anxiety,threat,0,R_9aZFWvCRMGokDwl
u,1139.9999999997672,depression,threat,0,R_9aZFWvCRMGokDwl
r,1199.0,positive,benign,1,R_9aZFWvCRMGokDwl
u,572.0,depression,threat,0,R_9aZFWvCRMGokDwl
u,797.0,depression,benign,0,R_9aZFWvCRMGokDwl
r,741.0,anxiety,benign,1,R_9aZFWvCRMGokDwl
r,620.0000000002328,anxiety,benign,1,R_9aZFWvCRMGokDwl
r,655.0,anxiety,benign,1,R_9aZFWvCRMGokDwl
r,1213.0,positive,threat,1,R_9aZFWvCRMGokDwl
u,592.0,depression,threat,0,R_9aZFWvCRMGokDwl
r,495.0,depression,benign,1,R_9aZFWvCRMGokDwl
r,514.0000000002328,anxiety,benign,1,R_9aZFWvCRMGokDwl
r,550.0,depression,benign,1,R_9aZFWvCRMGokDwl
r,901.9999999997672,anxiety,benign,1,R_9aZFWvCRMGokDwl
u,957.0,positive,benign,0,R_9aZFWvCRMGokDwl
r,746.9999999997672,positive,benign,1,R_9aZFWvCRMGokDwl
r,1127.0,positive,benign,1,R_9aZFWvCRMGokDwl
r,718.0000000002328,positive,threat,1,R_9aZFWvCRMGokDwl
u,1009.0,depression,threat,0,R_9aZFWvCRMGokDwl
r,1291.9999999997672,positive,benign,1,R_9aZFWvCRMGokDwl
r,602.0,positive,threat,1,R_9aZFWvCRMGokDwl
u,1035.0000000002328,anxiety,threat,0,R_9aZFWvCRMGokDwl
r,875.0,anxiety,threat,1,R_9aZFWvCRMGokDwl
u,1276.0,depression,benign,0,R_9aZFWvCRMGokDwl
r,20.100000143051147,anxiety,benign,1,R_4eV7QBpawwD6eOr
u,3.9000000953674316,positive,benign,0,R_4eV7QBpawwD6eOr
r,46.60000014305115,positive,benign,1,R_4eV7QBpawwD6eOr
r,16.399999856948853,anxiety,threat,1,R_4eV7QBpawwD6eOr
r,168.80000019073486,positive,threat,1,R_4eV7QBpawwD6eOr
r,150.70000004768372,positive,threat,1,R_4eV7QBpawwD6eOr
r,138.80000019073486,depression,benign,1,R_4eV7QBpawwD6eOr
r,83.5,anxiety,threat,1,R_4eV7QBpawwD6eOr
u,1.2000000476837158,depression,threat,0,R_4eV7QBpawwD6eOr
u,1.0,positive,benign,0,R_4eV7QBpawwD6eOr
r,14.099999904632568,anxiety,benign,1,R_4eV7QBpawwD6eOr
r,27.399999856948853,positive,threat,1,R_4eV7QBpawwD6eOr
r,39.799999952316284,depression,threat,1,R_4eV7QBpawwD6eOr
r,42.09999990463257,anxiety,threat,1,R_4eV7QBpawwD6eOr
r,5.0,positive,benign,1,R_4eV7QBpawwD6eOr
u,167.0,anxiety,threat,0,R_4eV7QBpawwD6eOr
r,51.0,anxiety,threat,1,R_4eV7QBpawwD6eOr
u,160.79999995231628,depression,benign,0,R_4eV7QBpawwD6eOr
r,58.299999952316284,depression,benign,1,R_4eV7QBpawwD6eOr
r,105.70000004768372,positive,benign,1,R_4eV7QBpawwD6eOr
r,93.79999995231628,anxiety,threat,1,R_4eV7QBpawwD6eOr
r,72.29999995231628,positive,benign,1,R_4eV7QBpawwD6eOr
r,99.39999985694885,positive,threat,1,R_4eV7QBpawwD6eOr
r,27.700000047683716,anxiety,benign,1,R_4eV7QBpawwD6eOr
r,151.79999995231628,depression,benign,1,R_4eV7QBpawwD6eOr
r,59.5,positive,threat,1,R_4eV7QBpawwD6eOr
r,156.90000009536743,anxiety,benign,1,R_4eV7QBpawwD6eOr
u,178.5,depression,threat,0,R_4eV7QBpawwD6eOr
r,58.89999985694885,positive,threat,1,R_4eV7QBpawwD6eOr
r,116.79999995231628,depression,benign,1,R_4eV7QBpawwD6eOr
u,164.0,anxiety,benign,0,R_4eV7QBpawwD6eOr
r,96.39999985694885,anxiety,benign,1,R_4eV7QBpawwD6eOr
r,56.0,depression,threat,1,R_4eV7QBpawwD6eOr
r,72.5,depression,benign,1,R_4eV7QBpawwD6eOr
u,2.4000000953674316,depression,threat,0,R_4eV7QBpawwD6eOr
r,79.59999990463257,depression,threat,1,R_4eV7QBpawwD6eOr
r,83.20000004768372,depression,benign,1,R_4eV7QBpawwD6eOr
r,72.59999990463257,anxiety,threat,1,R_4eV7QBpawwD6eOr
u,10.799999952316284,positive,benign,0,R_4eV7QBpawwD6eOr
u,12.599999904632568,depression,threat,0,R_4eV7QBpawwD6eOr
r,130.89999985694885,positive,benign,1,R_4eV7QBpawwD6eOr
u,6.400000095367432,positive,threat,0,R_4eV7QBpawwD6eOr
r,77.69999980926514,anxiety,threat,1,R_4eV7QBpawwD6eOr
r,63.09999990463257,depression,threat,1,R_4eV7QBpawwD6eOr
r,163.29999995231628,depression,benign,1,R_4eV7QBpawwD6eOr
u,83.19999980926514,depression,threat,0,R_4eV7QBpawwD6eOr
r,60.0,positive,benign,1,R_4eV7QBpawwD6eOr
u,170.70000004768372,depression,benign,0,R_4eV7QBpawwD6eOr
r,71.70000004768372,positive,threat,1,R_4eV7QBpawwD6eOr
u,142.70000004768372,anxiety,benign,0,R_4eV7QBpawwD6eOr
u,16.200000047683716,positive,threat,0,R_4eV7QBpawwD6eOr
u,1.0,anxiety,benign,0,R_4eV7QBpawwD6eOr
r,103.29999995231628,anxiety,benign,1,R_4eV7QBpawwD6eOr
r,68.5,anxiety,threat,1,R_4eV7QBpawwD6eOr
r,1165.0999999940395,positive,threat,1,R_91jRA37lX3YUEbP
r,1004.2999999821186,positive,benign,1,R_91jRA37lX3YUEbP
r,1209.800000011921,depression,threat,1,R_91jRA37lX3YUEbP
u,1516.8999999761581,depression,benign,0,R_91jRA37lX3YUEbP
r,2762.0,positive,threat,1,R_91jRA37lX3YUEbP
r,1074.5,depression,threat,1,R_91jRA37lX3YUEbP
r,1100.0,positive,benign,1,R_91jRA37lX3YUEbP
r,1450.7000000178814,anxiety,threat,1,R_91jRA37lX3YUEbP
r,490.7000000178814,positive,benign,1,R_91jRA37lX3YUEbP
r,473.59999999403954,positive,threat,1,R_91jRA37lX3YUEbP
r,489.09999999403954,positive,threat,1,R_91jRA37lX3YUEbP
r,622.9000000059605,depression,benign,1,R_91jRA37lX3YUEbP
r,773.2000000178814,positive,threat,1,R_91jRA37lX3YUEbP
r,648.0,positive,benign,1,R_91jRA37lX3YUEbP
r,962.4000000059605,anxiety,benign,1,R_91jRA37lX3YUEbP
r,604.0999999940395,positive,threat,1,R_91jRA37lX3YUEbP
r,621.1000000238419,anxiety,benign,1,R_91jRA37lX3YUEbP
r,596.9000000059605,anxiety,threat,1,R_91jRA37lX3YUEbP
u,1393.9000000059605,anxiety,benign,0,R_91jRA37lX3YUEbP
u,1088.0,positive,benign,0,R_91jRA37lX3YUEbP
r,955.3999999761581,anxiety,threat,1,R_91jRA37lX3YUEbP
r,831.1999999880791,depression,benign,1,R_91jRA37lX3YUEbP
u,1412.199999988079,positive,threat,0,R_91jRA37lX3YUEbP
r,712.3000000119209,depression,benign,1,R_91jRA37lX3YUEbP
u,1108.2999999821186,depression,threat,0,R_91jRA37lX3YUEbP
r,514.0,depression,threat,1,R_91jRA37lX3YUEbP
r,478.40000000596046,depression,benign,1,R_91jRA37lX3YUEbP
r,606.3000000119209,depression,benign,1,R_91jRA37lX3YUEbP
r,809.9000000059605,anxiety,benign,1,R_91jRA37lX3YUEbP
r,1167.300000011921,anxiety,threat,1,R_91jRA37lX3YUEbP
r,1056.300000011921,anxiety,threat,1,R_91jRA37lX3YUEbP
u,1115.4000000059605,depression,threat,0,R_91jRA37lX3YUEbP
r,816.6999999880791,anxiety,threat,1,R_91jRA37lX3YUEbP
r,937.7999999821186,depression,threat,1,R_91jRA37lX3YUEbP
r,813.0999999940395,anxiety,threat,1,R_91jRA37lX3YUEbP
r,439.80000001192093,anxiety,benign,1,R_91jRA37lX3YUEbP
r,1288.699999988079,positive,benign,1,R_91jRA37lX3YUEbP
u,1166.0,anxiety,threat,0,R_91jRA37lX3YUEbP
r,748.6000000238419,depression,benign,1,R_91jRA37lX3YUEbP
r,484.7000000178814,anxiety,benign,1,R_91jRA37lX3YUEbP
r,525.0999999940395,depression,threat,1,R_91jRA37lX3YUEbP
r,583.1999999880791,positive,threat,1,R_91jRA37lX3YUEbP
r,604.7999999821186,depression,benign,1,R_91jRA37lX3YUEbP
r,537.7000000178814,anxiety,benign,1,R_91jRA37lX3YUEbP
r,2260.0999999940395,positive,benign,1,R_91jRA37lX3YUEbP
r,495.59999999403954,positive,threat,1,R_91jRA37lX3YUEbP
r,489.09999999403954,positive,benign,1,R_91jRA37lX3YUEbP
r,728.0,depression,threat,1,R_91jRA37lX3YUEbP
u,1214.7999999821186,depression,benign,0,R_91jRA37lX3YUEbP
u,855.0,anxiety,benign,0,R_91jRA37lX3YUEbP
r,712.5,anxiety,threat,1,R_91jRA37lX3YUEbP
r,388.09999999403954,positive,benign,1,R_91jRA37lX3YUEbP
r,1103.199999988079,depression,threat,1,R_91jRA37lX3YUEbP
u,1.4901511147385e+187,positive,benign,0,R_4PvVrWZ4ldg9ZuE
u,1400.2000000011176,anxiety,benign,0,R_9Y3cXt4ARx4xD6T
r,1217.5999999996275,positive,benign,1,R_9Y3cXt4ARx4xD6T
r,1322.3999999985099,anxiety,benign,1,R_9Y3cXt4ARx4xD6T
u,986.6000000014901,depression,benign,0,R_9Y3cXt4ARx4xD6T
r,318.09999999962747,positive,benign,1,R_9Y3cXt4ARx4xD6T
r,1620.4000000003725,anxiety,benign,1,R_9Y3cXt4ARx4xD6T
r,1640.0,anxiety,benign,1,R_9Y3cXt4ARx4xD6T
r,1190.2000000011176,positive,threat,1,R_9Y3cXt4ARx4xD6T
r,2043.2000000011176,anxiety,threat,1,R_9Y3cXt4ARx4xD6T
u,1804.0999999996275,depression,threat,0,R_9Y3cXt4ARx4xD6T
r,1551.0999999996275,positive,benign,1,R_9Y3cXt4ARx4xD6T
r,1035.300000000745,anxiety,threat,1,R_9Y3cXt4ARx4xD6T
r,1276.300000000745,positive,benign,1,R_9Y3cXt4ARx4xD6T
r,1392.699999999255,anxiety,threat,1,R_9Y3cXt4ARx4xD6T
u,768.5999999996275,depression,threat,0,R_9Y3cXt4ARx4xD6T
r,1005.7000000011176,positive,threat,1,R_9Y3cXt4ARx4xD6T
r,2034.2999999988824,depression,threat,1,R_9Y3cXt4ARx4xD6T
u,906.0,anxiety,threat,0,R_9Y3cXt4ARx4xD6T
r,639.1000000014901,anxiety,benign,1,R_9Y3cXt4ARx4xD6T
u,1319.0,depression,threat,0,R_9Y3cXt4ARx4xD6T
r,723.2000000011176,positive,benign,1,R_9Y3cXt4ARx4xD6T
r,1457.5,depression,threat,1,R_9Y3cXt4ARx4xD6T
u,1972.0,positive,threat,0,R_9Y3cXt4ARx4xD6T
u,1471.4000000003725,positive,threat,0,R_9Y3cXt4ARx4xD6T
r,795.0999999996275,depression,benign,1,R_9Y3cXt4ARx4xD6T
r,654.5,depression,threat,1,R_9Y3cXt4ARx4xD6T
r,682.2999999988824,positive,threat,1,R_9Y3cXt4ARx4xD6T
r,1523.4000000003725,depression,benign,1,R_9Y3cXt4ARx4xD6T
u,1282.5,positive,benign,0,R_9Y3cXt4ARx4xD6T
u,1823.5999999996275,anxiety,benign,0,R_9Y3cXt4ARx4xD6T
u,1378.699999999255,positive,threat,0,R_9Y3cXt4ARx4xD6T
r,1201.3999999985099,anxiety,benign,1,R_9Y3cXt4ARx4xD6T
u,1172.0999999996275,positive,benign,0,R_9Y3cXt4ARx4xD6T
r,1031.7000000011176,depression,benign,1,R_9Y3cXt4ARx4xD6T
u,948.3000000007451,depression,benign,0,R_9Y3cXt4ARx4xD6T
r,461.5,depression,threat,1,R_9Y3cXt4ARx4xD6T
u,586.0,anxiety,threat,0,R_9Y3cXt4ARx4xD6T
u,989.8000000007451,anxiety,benign,0,R_9Y3cXt4ARx4xD6T
r,1448.699999999255,depression,benign,1,R_9Y3cXt4ARx4xD6T
r,1442.5,depression,threat,1,R_9Y3cXt4ARx4xD6T
r,904.9000000003725,anxiety,threat,1,R_9Y3cXt4ARx4xD6T
r,769.5999999996275,positive,threat,1,R_9Y3cXt4ARx4xD6T
u,609.0,depression,threat,0,R_9Y3cXt4ARx4xD6T
u,876.4000000003725,depression,benign,0,R_9Y3cXt4ARx4xD6T
r,1252.7999999988824,depression,benign,1,R_9Y3cXt4ARx4xD6T
u,1195.199999999255,positive,threat,0,R_9Y3cXt4ARx4xD6T
r,1388.300000000745,anxiety,threat,1,R_9Y3cXt4ARx4xD6T
r,623.7999999988824,positive,benign,1,R_9Y3cXt4ARx4xD6T
u,319.30000000074506,anxiety,threat,0,R_9Y3cXt4ARx4xD6T
r,894.4000000003725,positive,benign,1,R_9Y3cXt4ARx4xD6T
u,1098.0,anxiety,benign,0,R_9Y3cXt4ARx4xD6T
r,877.4000000003725,depression,benign,1,R_9Y3cXt4ARx4xD6T
r,1260.4000000003725,anxiety,threat,1,R_9Y3cXt4ARx4xD6T
r,1057.0,positive,benign,1,R_9N32winq5vbF1El
u,1261.0000000004657,depression,benign,0,R_9N32winq5vbF1El
r,1787.0,anxiety,threat,1,R_9N32winq5vbF1El
r,1909.0,anxiety,threat,1,R_9N32winq5vbF1El
r,1425.0,depression,threat,1,R_9N32winq5vbF1El
u,1722.0,positive,benign,0,R_9N32winq5vbF1El
u,2485.0,positive,threat,0,R_9N32winq5vbF1El
u,1412.0,anxiety,benign,0,R_9N32winq5vbF1El
r,812.0,depression,benign,1,R_9N32winq5vbF1El
r,837.0,anxiety,threat,1,R_9N32winq5vbF1El
r,799.0000000004657,anxiety,benign,1,R_9N32winq5vbF1El
r,1863.0,anxiety,threat,1,R_9N32winq5vbF1El
u,1084.9999999995343,anxiety,threat,0,R_9N32winq5vbF1El
r,1053.0000000004657,positive,benign,1,R_9N32winq5vbF1El
r,2062.0,depression,benign,1,R_9N32winq5vbF1El
u,926.0,anxiety,benign,0,R_9N32winq5vbF1El
r,420.0,anxiety,threat,1,R_9N32winq5vbF1El
u,1035.0,positive,benign,0,R_9N32winq5vbF1El
r,1045.0,positive,benign,1,R_9N32winq5vbF1El
r,685.0,anxiety,benign,1,R_9N32winq5vbF1El
r,747.0,depression,threat,1,R_9N32winq5vbF1El
u,795.0,depression,benign,0,R_9N32winq5vbF1El
r,1523.0,positive,threat,1,R_9N32winq5vbF1El
r,561.0,positive,benign,1,R_9N32winq5vbF1El
r,1453.0,anxiety,benign,1,R_9N32winq5vbF1El
r,820.0,depression,benign,1,R_9N32winq5vbF1El
u,950.0,positive,threat,0,R_9N32winq5vbF1El
r,1348.0,positive,benign,1,R_9N32winq5vbF1El
r,621.0,anxiety,benign,1,R_9N32winq5vbF1El
u,800.0,positive,threat,0,R_9N32winq5vbF1El
u,940.0000000004657,depression,threat,0,R_9N32winq5vbF1El
r,836.0,anxiety,threat,1,R_9N32winq5vbF1El
r,241.99999999953434,positive,benign,1,R_9N32winq5vbF1El
u,898.0,anxiety,benign,0,R_9N32winq5vbF1El
r,355.0,anxiety,threat,1,R_9N32winq5vbF1El
r,418.0,positive,threat,1,R_9N32winq5vbF1El
u,847.0,depression,benign,0,R_9N32winq5vbF1El
u,933.0,anxiety,threat,0,R_9N32winq5vbF1El
u,2374.0,depression,benign,0,R_9N32winq5vbF1El
r,960.0,depression,threat,1,R_9N32winq5vbF1El
r,609.9999999995343,positive,threat,1,R_9N32winq5vbF1El
r,587.0,positive,threat,1,R_9N32winq5vbF1El
r,862.0,depression,threat,1,R_9N32winq5vbF1El
r,524.0,anxiety,benign,1,R_9N32winq5vbF1El
r,1025.0,depression,benign,1,R_9N32winq5vbF1El
r,689.0,positive,benign,1,R_9N32winq5vbF1El
u,652.0,anxiety,benign,0,R_9N32winq5vbF1El
r,557.0,positive,threat,1,R_9N32winq5vbF1El
r,1050.0,depression,threat,1,R_9N32winq5vbF1El
r,1111.0,depression,threat,1,R_9N32winq5vbF1El
r,1223.0,depression,threat,1,R_9N32winq5vbF1El
u,835.0,positive,threat,0,R_9N32winq5vbF1El
r,760.0,depression,threat,1,R_9N32winq5vbF1El
r,447.0,depression,benign,1,R_9N32winq5vbF1El
r,2030.7000000476837,depression,benign,1,R_9uYGNjx9yWaODxD
r,1091.5,positive,benign,1,R_9uYGNjx9yWaODxD
u,880.8999999761581,positive,benign,0,R_9uYGNjx9yWaODxD
u,1054.5,anxiety,benign,0,R_9uYGNjx9yWaODxD
r,717.7999999523163,anxiety,threat,1,R_9uYGNjx9yWaODxD
r,1422.3999999761581,anxiety,benign,1,R_9uYGNjx9yWaODxD
u,1572.1999999284744,positive,benign,0,R_9uYGNjx9yWaODxD
u,1022.0,anxiety,benign,0,R_9uYGNjx9yWaODxD
r,523.0,positive,benign,1,R_9uYGNjx9yWaODxD
u,692.5,depression,benign,0,R_9uYGNjx9yWaODxD
u,720.3999999761581,anxiety,benign,0,R_9uYGNjx9yWaODxD
u,871.6000000238419,positive,benign,0,R_9uYGNjx9yWaODxD
r,1003.6999999284744,anxiety,threat,1,R_9uYGNjx9yWaODxD
r,553.3000000715256,anxiety,threat,1,R_9uYGNjx9yWaODxD
r,494.89999997615814,positive,benign,1,R_9uYGNjx9yWaODxD
u,801.2999999523163,anxiety,benign,0,R_9uYGNjx9yWaODxD
r,979.1000000238419,positive,threat,1,R_9uYGNjx9yWaODxD
u,940.7999999523163,positive,threat,0,R_9uYGNjx9yWaODxD
r,762.7999999523163,positive,threat,1,R_9uYGNjx9yWaODxD
r,731.8999999761581,depression,threat,1,R_9uYGNjx9yWaODxD
r,549.6000000238419,anxiety,threat,1,R_9uYGNjx9yWaODxD
r,581.7000000476837,anxiety,threat,1,R_9uYGNjx9yWaODxD
r,607.7000000476837,depression,threat,1,R_9uYGNjx9yWaODxD
u,1633.6999999284744,positive,threat,0,R_9uYGNjx9yWaODxD
u,614.2000000476837,positive,benign,0,R_9uYGNjx9yWaODxD
r,499.09999990463257,depression,benign,1,R_9uYGNjx9yWaODxD
u,1453.1999999284744,depression,threat,0,R_9uYGNjx9yWaODxD
r,461.3000000715256,depression,threat,1,R_9uYGNjx9yWaODxD
r,875.1999999284744,depression,threat,1,R_9uYGNjx9yWaODxD
u,767.5,depression,benign,0,R_9uYGNjx9yWaODxD
u,875.7000000476837,depression,benign,0,R_9uYGNjx9yWaODxD
r,913.3999999761581,positive,threat,1,R_9uYGNjx9yWaODxD
u,625.1000000238419,depression,benign,0,R_9uYGNjx9yWaODxD
u,830.2999999523163,depression,benign,0,R_9uYGNjx9yWaODxD
u,994.0,positive,threat,0,R_9uYGNjx9yWaODxD
r,1136.1000000238419,positive,benign,1,R_9uYGNjx9yWaODxD
r,1675.0,depression,threat,1,R_9uYGNjx9yWaODxD
r,507.8000000715256,depression,threat,1,R_9uYGNjx9yWaODxD
u,877.0,depression,benign,0,R_9uYGNjx9yWaODxD
r,925.5,anxiety,threat,1,R_9uYGNjx9yWaODxD
u,583.6000000238419,anxiety,benign,0,R_9uYGNjx9yWaODxD
r,1039.8999999761581,anxiety,threat,1,R_9uYGNjx9yWaODxD
u,687.8999999761581,positive,threat,0,R_9uYGNjx9yWaODxD
u,634.2000000476837,positive,threat,0,R_9uYGNjx9yWaODxD
r,1400.0,depression,threat,1,R_9uYGNjx9yWaODxD
r,813.2000000476837,depression,benign,1,R_9uYGNjx9yWaODxD
u,651.7000000476837,anxiety,benign,0,R_9uYGNjx9yWaODxD
r,500.5,anxiety,threat,1,R_9uYGNjx9yWaODxD
u,546.0999999046326,positive,benign,0,R_9uYGNjx9yWaODxD
r,565.8999999761581,anxiety,threat,1,R_9uYGNjx9yWaODxD
u,449.6999999284744,positive,threat,0,R_9uYGNjx9yWaODxD
u,676.2000000476837,anxiety,benign,0,R_9uYGNjx9yWaODxD
r,610.3999999761581,depression,threat,1,R_9uYGNjx9yWaODxD
u,589.8000000715256,anxiety,benign,0,R_9uYGNjx9yWaODxD
r,1460.5,depression,threat,1,R_9OPvlHXlbPmz754
u,2772.800000000745,anxiety,threat,0,R_9OPvlHXlbPmz754
r,2746.300000000745,positive,threat,1,R_9OPvlHXlbPmz754
r,1673.8999999985099,anxiety,benign,1,R_9OPvlHXlbPmz754
r,2602.0,positive,benign,1,R_9OPvlHXlbPmz754
u,1757.199999999255,anxiety,threat,0,R_9OPvlHXlbPmz754
r,2264.800000000745,anxiety,benign,1,R_9OPvlHXlbPmz754
r,2102.699999999255,depression,threat,1,R_9OPvlHXlbPmz754
r,2978.39999999851,depression,threat,1,R_9OPvlHXlbPmz754
u,1887.800000000745,depression,threat,0,R_9OPvlHXlbPmz754
r,1325.0999999977648,depression,benign,1,R_9OPvlHXlbPmz754
r,1564.699999999255,positive,threat,1,R_9OPvlHXlbPmz754
r,1033.7999999970198,anxiety,threat,1,R_9OPvlHXlbPmz754
r,2726.0,depression,threat,1,R_9OPvlHXlbPmz754
r,1331.3999999985099,depression,threat,1,R_9OPvlHXlbPmz754
u,1117.1000000014901,positive,threat,0,R_9OPvlHXlbPmz754
u,1735.800000000745,positive,benign,0,R_9OPvlHXlbPmz754
r,1015.0999999977648,anxiety,benign,1,R_9OPvlHXlbPmz754
u,958.4000000022352,positive,threat,0,R_9OPvlHXlbPmz754
u,1956.5999999977648,anxiety,threat,0,R_9OPvlHXlbPmz754
r,1566.1000000014901,positive,threat,1,R_9OPvlHXlbPmz754
r,1185.2999999970198,depression,threat,1,R_9OPvlHXlbPmz754
r,744.0,positive,threat,1,R_9OPvlHXlbPmz754
r,861.1000000014901,depression,benign,1,R_9OPvlHXlbPmz754
u,983.6000000014901,anxiety,threat,0,R_9OPvlHXlbPmz754
u,806.3000000007451,anxiety,threat,0,R_9OPvlHXlbPmz754
r,752.3999999985099,positive,benign,1,R_9OPvlHXlbPmz754
u,927.1999999992549,depression,threat,0,R_9OPvlHXlbPmz754
u,1301.4000000022352,positive,threat,0,R_9OPvlHXlbPmz754
r,1008.5999999977648,depression,benign,1,R_9OPvlHXlbPmz754
r,1120.800000000745,depression,benign,1,R_9OPvlHXlbPmz754
u,841.0,anxiety,benign,0,R_9OPvlHXlbPmz754
r,1505.300000000745,positive,benign,1,R_9OPvlHXlbPmz754
u,1131.0,anxiety,threat,0,R_9OPvlHXlbPmz754
r,2425.0,anxiety,threat,1,R_9OPvlHXlbPmz754
r,795.1999999992549,anxiety,benign,1,R_9OPvlHXlbPmz754
r,1184.199999999255,depression,benign,1,R_9OPvlHXlbPmz754
r,1426.5,positive,benign,1,R_9OPvlHXlbPmz754
r,1043.5999999977648,positive,threat,1,R_9OPvlHXlbPmz754
r,1506.1000000014901,positive,benign,1,R_9OPvlHXlbPmz754
u,2520.599999997765,anxiety,threat,0,R_9OPvlHXlbPmz754
r,1116.0,anxiety,benign,1,R_9OPvlHXlbPmz754
r,1124.3999999985099,anxiety,benign,1,R_9OPvlHXlbPmz754
r,969.2999999970198,depression,benign,1,R_9OPvlHXlbPmz754
u,1349.199999999255,depression,threat,0,R_9OPvlHXlbPmz754
r,1716.8999999985099,anxiety,benign,1,R_9OPvlHXlbPmz754
u,879.8000000007451,positive,benign,0,R_9OPvlHXlbPmz754
u,986.3000000007451,positive,benign,0,R_9OPvlHXlbPmz754
r,678.7999999970198,depression,benign,1,R_9OPvlHXlbPmz754
u,1274.699999999255,positive,threat,0,R_9OPvlHXlbPmz754
r,842.1999999992549,depression,benign,1,R_9OPvlHXlbPmz754
r,949.0,anxiety,benign,1,R_9OPvlHXlbPmz754
